run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,post_trial.thisRepN,post_trial.thisTrialN,post_trial.thisN,post_trial.thisIndex,Cali_de_post_rec_text.text,Cali_de_post_rec_text.started,Cali_de_post_rec_text.stopped,Cali_de_post_rec_beep_hint.started,Cali_de_post_rec_beep_hint.stopped,Cali_de_post_rec_question_text.text,Cali_de_post_rec_question_text.started,Cali_de_post_rec_question_text.stopped,Cali_de_post_rec_beep_start.started,Cali_de_post_rec_beep_start.stopped,Cali_de_post_rec_beep_end.started,Cali_de_post_rec_beep_end.stopped,Cali_de_post_rec_break.started,Cali_de_post_rec_break.stopped,filename,the_end_text.started,the_end_text.stopped,the_end_text.text,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,08,02,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_05_1334,nibs_stage_1,3.2.3,59.98872968697707,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,08,02,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_05_1334,nibs_stage_1,3.2.3,59.98872968697707,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08,02,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_05_1334,nibs_stage_1,3.2.3,59.98872968697707,
1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,08,02,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_05_1334,nibs_stage_1,3.2.3,59.98872968697707,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,08,02,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_05_1334,nibs_stage_1,3.2.3,59.98872968697707,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08,02,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_05_1334,nibs_stage_1,3.2.3,59.98872968697707,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,08,02,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_05_1334,nibs_stage_1,3.2.3,59.98872968697707,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,08,02,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_05_1334,nibs_stage_1,3.2.3,59.98872968697707,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08,02,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_05_1334,nibs_stage_1,3.2.3,59.98872968697707,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,08,02,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_05_1334,nibs_stage_1,3.2.3,59.98872968697707,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,08,02,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_05_1334,nibs_stage_1,3.2.3,59.98872968697707,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08,02,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_05_1334,nibs_stage_1,3.2.3,59.98872968697707,
,,,,,,,,,,,,0,0,0,0,,61.25530695915222,None,61.23708462715149,63.23877286911011,Schwarzfahren ist ein strafbares Vergehen.,62.63876795768738,80.23963284492493,64.03885173797607,None,76.83947491645813,None,78.23949694633484,80.23963284492493,./data/Subject_08/Session_02/Exp_data/2020_Aug_05_1334/rec_cali_de_post_trial_000.wav,,,,08,02,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_05_1334,nibs_stage_1,3.2.3,59.98872968697707,
,,,,,,,,,,,,1,0,1,0,,83.27315902709961,None,83.25645756721497,85.25683283805847,Der frühe Vogel fängt den Wurm.,84.65652894973755,102.25746989250183,86.0565447807312,None,98.85733389854431,None,100.25739192962646,102.25746989250183,./data/Subject_08/Session_02/Exp_data/2020_Aug_05_1334/rec_cali_de_post_trial_001.wav,,,,08,02,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_05_1334,nibs_stage_1,3.2.3,59.98872968697707,
,,,,,,,,,,,,2,0,2,0,,105.29071283340454,None,105.27424144744873,107.27426385879517,Leni bewegt beim Lesen die Lippen.,106.67419505119324,124.27531695365906,108.07428979873657,None,120.87510180473328,None,122.27510190010071,124.27531695365906,./data/Subject_08/Session_02/Exp_data/2020_Aug_05_1334/rec_cali_de_post_trial_002.wav,,,,08,02,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_05_1334,nibs_stage_1,3.2.3,59.98872968697707,
,,,,,,,,,,,,3,0,3,0,,127.308828830719,None,127.29220843315125,129.29220700263977,"Wo Rauch ist, ist auch Feuer.",128.67550086975098,146.2765588760376,130.07577991485596,None,142.8762378692627,None,144.2763068675995,146.2765588760376,./data/Subject_08/Session_02/Exp_data/2020_Aug_05_1334/rec_cali_de_post_trial_003.wav,,,,08,02,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_05_1334,nibs_stage_1,3.2.3,59.98872968697707,
,,,,,,,,,,,,4,0,4,0,,149.32641196250916,None,149.3098225593567,151.31000995635986,Der Gipfel von Everset ist der höchste der Welt.,150.70966601371765,168.31086802482605,152.11008977890015,None,164.91086888313293,None,166.31075191497803,168.31086802482605,./data/Subject_08/Session_02/Exp_data/2020_Aug_05_1334/rec_cali_de_post_trial_004.wav,,,,08,02,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_05_1334,nibs_stage_1,3.2.3,59.98872968697707,
,,,,,,,,,,,,5,0,5,0,,171.34413504600525,None,171.32825660705566,173.32756996154785,Einige NGOs schützen die Rechte der Menschen.,172.72754502296448,190.32867884635925,174.12760877609253,None,186.9285168647766,None,188.32856702804565,190.32867884635925,./data/Subject_08/Session_02/Exp_data/2020_Aug_05_1334/rec_cali_de_post_trial_005.wav,,,,08,02,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_05_1334,nibs_stage_1,3.2.3,59.98872968697707,
,,,,,,,,,,,,6,0,6,0,,193.37930488586426,None,193.3621425628662,195.37873888015747,Lisa kann schon mit großen Zahlen rechnen.,194.7786910533905,212.41296696662903,196.16210174560547,197.17895483970642,208.9627547264099,209.9794728755951,210.3795039653778,212.41296696662903,./data/Subject_08/Session_02/Exp_data/2020_Aug_05_1334/rec_cali_de_post_trial_006.wav,,,,08,02,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_05_1334,nibs_stage_1,3.2.3,59.98872968697707,
,,,,,,,,,,,,7,0,7,0,,215.41311883926392,None,215.39634251594543,217.413183927536,"In der Schule lernen die Kinder lesen, schreiben und rechnen.",216.81316089630127,234.44752383232117,218.1965627670288,None,230.9972438812256,None,232.4140748977661,234.44752383232117,./data/Subject_08/Session_02/Exp_data/2020_Aug_05_1334/rec_cali_de_post_trial_007.wav,,,,08,02,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_05_1334,nibs_stage_1,3.2.3,59.98872968697707,
,,,,,,,,,,,,8,0,8,0,,237.44783401489258,None,237.43093848228455,239.44777989387512,"Ich glaube, es geht um ein rotes Auto.",238.8477189540863,256.48198199272156,240.231116771698,None,253.0317258834839,None,254.4485378265381,256.48198199272156,./data/Subject_08/Session_02/Exp_data/2020_Aug_05_1334/rec_cali_de_post_trial_008.wav,,,,08,02,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_05_1334,nibs_stage_1,3.2.3,59.98872968697707,
,,,,,,,,,,,,9,0,9,0,,259.4987108707428,None,259.48204946517944,261.4990179538727,"Doris ist leider zu spät gekommen, die Apotheke hat heute schon geschlossen.",260.898864030838,278.5331268310547,262.2821798324585,None,275.08285093307495,None,276.4995129108429,278.5331268310547,./data/Subject_08/Session_02/Exp_data/2020_Aug_05_1334/rec_cali_de_post_trial_009.wav,,,,08,02,English,A2,True,False,False,False,False,False,False,False,False,False,True,True,No,No,No,No,No,No,2020_Aug_05_1334,nibs_stage_1,3.2.3,59.98872968697707,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.53331089019775,None," This experiment is finished. 
Thanks for your participation.",,,,,,,,,,,,,,,,,,,,,,,,,,,
